Customer_ID,Customer_Name,Region,State,Customer_Segment,Gender,Age
CUST0237,Customer 237,West,Gujarat,Loyal Customer,Female,50
CUST0238,Customer 238,South,Telangana,Returning Customer,Male,30
CUST0239,Customer 239,South,Kerala,New Customer,Female,38
CUST0240,Customer 240,West,Gujarat,Returning Customer,Male,51
CUST0241,Customer 241,North,Haryana,Returning Customer,Male,34
CUST0242,Customer 242,West,Rajasthan,Returning Customer,Female,41
CUST0243,Customer 243,South,Telangana,Returning Customer,Male,46
CUST0244,Customer 244,South,Tamil Nadu,Loyal Customer,Male,36
CUST0245,Customer 245,East,Bihar,Loyal Customer,Female,18
CUST0246,Customer 246,North,Uttar Pradesh,New Customer,Female,45
CUST0247,Customer 247,West,Rajasthan,New Customer,Male,49
CUST0248,Customer 248,South,Karnataka,New Customer,Male,18
CUST0249,Customer 249,East,Bihar,New Customer,Female,52
CUST0250,Customer 250,South,Kerala,Loyal Customer,Female,55
CUST0251,Customer 251,South,Tamil Nadu,Returning Customer,Female,28
CUST0252,Customer 252,South,Karnataka,New Customer,Male,46
CUST0253,Customer 253,North,Delhi,Loyal Customer,Male,35
CUST0254,Customer 254,West,Rajasthan,New Customer,Male,53
CUST0255,Customer 255,East,Jharkhand,Loyal Customer,Female,33
CUST0256,Customer 256,South,Karnataka,New Customer,Male,52
CUST0257,Customer 257,North,Punjab,New Customer,Male,28
CUST0258,Customer 258,North,Delhi,New Customer,Male,27
CUST0259,Customer 259,West,Gujarat,Loyal Customer,Female,29
CUST0260,Customer 260,East,West Bengal,Returning Customer,Male,48
CUST0261,Customer 261,North,Punjab,Returning Customer,Female,23
CUST0262,Customer 262,West,Gujarat,New Customer,Male,34
CUST0263,Customer 263,South,Karnataka,New Customer,Female,34
CUST0264,Customer 264,North,Haryana,Loyal Customer,Female,51
CUST0265,Customer 265,East,Bihar,Loyal Customer,Male,23
CUST0266,Customer 266,North,Uttar Pradesh,Returning Customer,Male,30
CUST0267,Customer 267,South,Telangana,New Customer,Female,39
CUST0268,Customer 268,South,Kerala,Loyal Customer,Female,48
CUST0269,Customer 269,North,Delhi,Returning Customer,Male,54
CUST0270,Customer 270,East,Odisha,Returning Customer,Male,54
CUST0271,Customer 271,South,Tamil Nadu,New Customer,Male,25
CUST0272,Customer 272,North,Uttar Pradesh,Returning Customer,Male,19
CUST0273,Customer 273,North,Delhi,New Customer,Male,22
CUST0274,Customer 274,North,Delhi,Loyal Customer,Female,30
CUST0275,Customer 275,North,Punjab,New Customer,Male,31
CUST0276,Customer 276,South,Karnataka,New Customer,Male,23
CUST0277,Customer 277,East,Jharkhand,New Customer,Male,24
CUST0278,Customer 278,South,Telangana,Returning Customer,Female,45
CUST0279,Customer 279,East,West Bengal,Returning Customer,Female,36
CUST0280,Customer 280,North,Haryana,Returning Customer,Female,36
CUST0281,Customer 281,North,Punjab,New Customer,Female,51
CUST0282,Customer 282,North,Haryana,Returning Customer,Male,52
CUST0283,Customer 283,South,Karnataka,Loyal Customer,Female,28
CUST0284,Customer 284,West,Maharashtra,Loyal Customer,Male,36
CUST0285,Customer 285,North,Delhi,Returning Customer,Female,24
CUST0286,Customer 286,West,Gujarat,Returning Customer,Female,50
CUST0287,Customer 287,East,Odisha,Returning Customer,Male,32
CUST0288,Customer 288,West,Gujarat,New Customer,Male,49
CUST0289,Customer 289,North,Haryana,Returning Customer,Male,43
CUST0290,Customer 290,West,Maharashtra,Returning Customer,Male,41
CUST0291,Customer 291,South,Telangana,Returning Customer,Female,52
CUST0292,Customer 292,South,Kerala,Loyal Customer,Male,47
CUST0293,Customer 293,South,Karnataka,Returning Customer,Female,51
CUST0294,Customer 294,South,Kerala,Loyal Customer,Female,28
CUST0295,Customer 295,West,Goa,Loyal Customer,Female,55
CUST0296,Customer 296,South,Tamil Nadu,Returning Customer,Female,33
CUST0297,Customer 297,South,Telangana,Returning Customer,Male,27
CUST0298,Customer 298,South,Telangana,Loyal Customer,Female,28
CUST0299,Customer 299,South,Telangana,New Customer,Female,24
CUST0300,Customer 300,South,Karnataka,New Customer,Female,27
CUST0301,Customer 301,South,Telangana,Loyal Customer,Female,45
CUST0302,Customer 302,East,Odisha,New Customer,Male,35
CUST0303,Customer 303,South,Kerala,Returning Customer,Male,18
CUST0304,Customer 304,West,Goa,Loyal Customer,Male,50
CUST0305,Customer 305,East,Jharkhand,New Customer,Male,34
CUST0306,Customer 306,West,Maharashtra,Loyal Customer,Male,45
CUST0307,Customer 307,West,Gujarat,Loyal Customer,Male,29
CUST0308,Customer 308,North,Punjab,Returning Customer,Female,34
CUST0309,Customer 309,North,Punjab,New Customer,Female,28
CUST0310,Customer 310,East,Jharkhand,Returning Customer,Female,19
CUST0311,Customer 311,West,Gujarat,Loyal Customer,Female,18
CUST0312,Customer 312,West,Goa,New Customer,Male,34
CUST0313,Customer 313,South,Tamil Nadu,Loyal Customer,Male,51
CUST0314,Customer 314,East,West Bengal,Loyal Customer,Female,52
CUST0315,Customer 315,South,Kerala,Loyal Customer,Male,41
CUST0316,Customer 316,East,Jharkhand,Loyal Customer,Female,31
CUST0317,Customer 317,South,Kerala,Loyal Customer,Male,40
CUST0318,Customer 318,North,Haryana,Returning Customer,Female,43
CUST0319,Customer 319,North,Delhi,New Customer,Female,44
CUST0320,Customer 320,East,Bihar,New Customer,Male,37
CUST0321,Customer 321,West,Gujarat,Returning Customer,Female,31
CUST0322,Customer 322,South,Tamil Nadu,New Customer,Male,48
CUST0323,Customer 323,South,Tamil Nadu,Returning Customer,Female,47
CUST0324,Customer 324,East,Odisha,Returning Customer,Female,32
CUST0325,Customer 325,East,Jharkhand,Loyal Customer,Female,45
CUST0326,Customer 326,South,Kerala,New Customer,Female,40
CUST0327,Customer 327,South,Telangana,Returning Customer,Female,49
CUST0328,Customer 328,West,Maharashtra,Loyal Customer,Female,27
CUST0329,Customer 329,East,Jharkhand,New Customer,Male,54
CUST0330,Customer 330,East,Odisha,Loyal Customer,Female,55
CUST0331,Customer 331,North,Delhi,New Customer,Male,36
CUST0332,Customer 332,East,West Bengal,Loyal Customer,Male,32
CUST0333,Customer 333,South,Kerala,Returning Customer,Male,31
CUST0334,Customer 334,West,Gujarat,Loyal Customer,Male,53
CUST0335,Customer 335,East,Odisha,Returning Customer,Male,51
CUST0336,Customer 336,North,Punjab,Loyal Customer,Male,53
CUST0337,Customer 337,North,Haryana,Returning Customer,Male,26
CUST0338,Customer 338,West,Goa,Loyal Customer,Male,48
CUST0339,Customer 339,West,Gujarat,Loyal Customer,Female,33
CUST0340,Customer 340,West,Gujarat,Loyal Customer,Male,28
CUST0341,Customer 341,East,Jharkhand,Loyal Customer,Female,36
CUST0342,Customer 342,West,Rajasthan,Returning Customer,Female,22
CUST0343,Customer 343,South,Telangana,Loyal Customer,Male,19
CUST0344,Customer 344,North,Haryana,New Customer,Female,49
CUST0345,Customer 345,South,Karnataka,New Customer,Female,26
CUST0346,Customer 346,East,West Bengal,Loyal Customer,Female,39
CUST0347,Customer 347,West,Gujarat,Returning Customer,Female,39
CUST0348,Customer 348,West,Rajasthan,Loyal Customer,Male,36
CUST0349,Customer 349,East,Bihar,Returning Customer,Female,39
CUST0350,Customer 350,East,Bihar,New Customer,Female,25
CUST0351,Customer 351,East,Odisha,Returning Customer,Female,26
CUST0352,Customer 352,North,Delhi,Returning Customer,Female,52
CUST0353,Customer 353,North,Punjab,Returning Customer,Male,18
CUST0354,Customer 354,North,Uttar Pradesh,Returning Customer,Male,50
CUST0355,Customer 355,West,Gujarat,Loyal Customer,Male,31
CUST0356,Customer 356,North,Punjab,Loyal Customer,Male,24
CUST0357,Customer 357,South,Karnataka,Returning Customer,Male,18
CUST0358,Customer 358,East,Odisha,Returning Customer,Female,37
CUST0359,Customer 359,South,Kerala,New Customer,Female,19
CUST0360,Customer 360,West,Maharashtra,Returning Customer,Male,25
CUST0361,Customer 361,West,Goa,Returning Customer,Male,18
CUST0362,Customer 362,West,Gujarat,Returning Customer,Female,53
CUST0363,Customer 363,North,Delhi,Loyal Customer,Female,31
CUST0364,Customer 364,South,Karnataka,Returning Customer,Male,18
CUST0365,Customer 365,North,Delhi,New Customer,Male,26
CUST0366,Customer 366,West,Maharashtra,Returning Customer,Male,46
CUST0367,Customer 367,South,Karnataka,Returning Customer,Male,23
CUST0368,Customer 368,East,Jharkhand,Returning Customer,Female,21
CUST0369,Customer 369,North,Delhi,New Customer,Male,23
CUST0370,Customer 370,West,Rajasthan,Returning Customer,Male,49
CUST0371,Customer 371,North,Haryana,Returning Customer,Female,48
CUST0372,Customer 372,South,Tamil Nadu,New Customer,Female,28
CUST0373,Customer 373,West,Goa,Returning Customer,Female,35
CUST0374,Customer 374,East,Bihar,Returning Customer,Male,39
CUST0375,Customer 375,North,Uttar Pradesh,Loyal Customer,Female,55
CUST0376,Customer 376,West,Gujarat,Returning Customer,Female,42
CUST0377,Customer 377,South,Kerala,Returning Customer,Male,38
CUST0378,Customer 378,East,Bihar,Returning Customer,Male,55
CUST0379,Customer 379,North,Haryana,New Customer,Male,35
CUST0380,Customer 380,West,Rajasthan,Loyal Customer,Male,52
CUST0381,Customer 381,West,Goa,New Customer,Male,37
CUST0382,Customer 382,North,Punjab,Returning Customer,Male,34
CUST0383,Customer 383,North,Punjab,Returning Customer,Male,52
CUST0384,Customer 384,East,West Bengal,New Customer,Female,55
CUST0385,Customer 385,East,Bihar,Returning Customer,Male,30
CUST0386,Customer 386,South,Tamil Nadu,New Customer,Male,36
CUST0387,Customer 387,East,Bihar,Returning Customer,Male,33
CUST0388,Customer 388,North,Punjab,Returning Customer,Male,41
CUST0389,Customer 389,West,Maharashtra,New Customer,Female,19
CUST0390,Customer 390,East,Bihar,Loyal Customer,Male,24
CUST0391,Customer 391,North,Uttar Pradesh,Loyal Customer,Female,55
CUST0392,Customer 392,South,Telangana,Returning Customer,Female,24
CUST0393,Customer 393,West,Gujarat,Returning Customer,Male,39
CUST0394,Customer 394,South,Tamil Nadu,Returning Customer,Male,19
CUST0395,Customer 395,North,Delhi,Loyal Customer,Female,47
CUST0396,Customer 396,West,Maharashtra,Loyal Customer,Female,25
CUST0397,Customer 397,North,Haryana,Returning Customer,Male,23
CUST0398,Customer 398,West,Gujarat,Returning Customer,Male,41
CUST0399,Customer 399,South,Tamil Nadu,New Customer,Male,34
CUST0400,Customer 400,East,West Bengal,Loyal Customer,Male,21
CUST0401,Customer 401,East,Jharkhand,New Customer,Male,27
CUST0402,Customer 402,East,West Bengal,New Customer,Female,55
CUST0403,Customer 403,West,Maharashtra,Returning Customer,Female,41
CUST0404,Customer 404,East,Jharkhand,New Customer,Female,48
CUST0405,Customer 405,West,Gujarat,Returning Customer,Male,27
CUST0406,Customer 406,North,Punjab,Loyal Customer,Male,20
CUST0407,Customer 407,South,Tamil Nadu,New Customer,Female,26
CUST0408,Customer 408,West,Maharashtra,Returning Customer,Male,22
CUST0409,Customer 409,West,Rajasthan,Returning Customer,Male,48
CUST0410,Customer 410,North,Haryana,New Customer,Female,32
CUST0411,Customer 411,North,Uttar Pradesh,Loyal Customer,Female,53
CUST0412,Customer 412,South,Kerala,New Customer,Female,44
CUST0413,Customer 413,West,Gujarat,New Customer,Male,35
CUST0414,Customer 414,East,Bihar,New Customer,Female,49
CUST0415,Customer 415,North,Haryana,Returning Customer,Female,25
CUST0416,Customer 416,South,Karnataka,Loyal Customer,Male,53
CUST0417,Customer 417,West,Rajasthan,New Customer,Female,30
CUST0418,Customer 418,East,Jharkhand,Returning Customer,Male,33
CUST0419,Customer 419,North,Punjab,Returning Customer,Female,28
CUST0420,Customer 420,North,Haryana,New Customer,Male,46
CUST0421,Customer 421,East,Odisha,Returning Customer,Male,51
CUST0422,Customer 422,East,Odisha,Returning Customer,Female,20
CUST0423,Customer 423,West,Gujarat,Returning Customer,Male,26
CUST0424,Customer 424,South,Tamil Nadu,Loyal Customer,Male,30
CUST0425,Customer 425,North,Delhi,Loyal Customer,Female,35
CUST0426,Customer 426,South,Tamil Nadu,New Customer,Male,55
CUST0427,Customer 427,East,Odisha,New Customer,Male,51
CUST0428,Customer 428,West,Maharashtra,Loyal Customer,Female,39
CUST0429,Customer 429,East,Jharkhand,New Customer,Male,44
CUST0430,Customer 430,West,Gujarat,Loyal Customer,Female,33
CUST0431,Customer 431,South,Telangana,New Customer,Male,41
CUST0432,Customer 432,North,Haryana,Loyal Customer,Female,51
CUST0433,Customer 433,North,Delhi,Returning Customer,Male,38
CUST0434,Customer 434,West,Maharashtra,Returning Customer,Male,49
CUST0435,Customer 435,West,Maharashtra,Loyal Customer,Male,19
CUST0436,Customer 436,South,Karnataka,New Customer,Male,28
CUST0437,Customer 437,North,Haryana,Returning Customer,Male,19
CUST0438,Customer 438,North,Uttar Pradesh,Returning Customer,Male,54
CUST0439,Customer 439,West,Gujarat,Loyal Customer,Female,24
